"name","date","favno","retno","text"
"Alexia_Lavoie","1448371428","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"SarahRP_Assure","1448371424","0","0","Are you still flying to Hurghada"
"Betty_Harris_","1448371418","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"AwardingMothers","1448371400","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"01EddyCordero","1448371368","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"_ANEWS_","1448371360","0","0","ANEWS Budget airline Easyjet follows others and cancels all flights to Sharm elSheikh until Jan"
"sales_mrktinguk","1448371352","0","0","Airline shares are plummeting as easyJet suspends more flights to Egypt SalesMarketing"
"cestcommec","1448371347","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"av_newswire","1448371344","0","0","Budget airline Easyjet cancels all flights to Sharm elSheikh until Jan"
"seanfinan8","1448371337","1","0","can you just cancel flights to sharm til march so i can have my money back"
"redikel","1448371308","0","6","Budget airline Easyjet cancels all flights to Sharm elSheikh until Jan"
"easyJet","1448371293","0","0","Hi Craig We dont have that info yet Im afraid Please keep an eye on our website Anna"
"antiinertia","1448371277","0","0","BreakingNews Budget airline Easyjet cancels all flights to Sharm elSheikh until Jan"
"jalalmaqdisi","1448371262","0","0","Teletext support hotline is overloaded due to the recent cancellation of british airways and easyjet Sharmelsheikh"
"THOMAS_FOSS_","1448371244","0","172","Have you seen our th birthday TV ad yet Here"
"BreakingNewsUK","1448371236","0","6","Budget airline Easyjet cancels all flights to Sharm elSheikh until Jan"
"easyJet","1448371236","0","0","Hi Craig We dont have that info yet Im afraid Please keep an eye on our website Anna"
"breakingtravel","1448371236","0","6","Budget airline Easyjet cancels all flights to Sharm elSheikh until Jan"
"artifymarket","1448371209","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"EmmaLake38","1448371204","0","0","Easyjet cancels more Sharm elSheikh flights"
"THOMAS_FOSS_","1448371187","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"teylapearson","1448371182","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"drfcdevon","1448371182","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"devtey0708","1448371182","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"kellyapearson","1448371181","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"retweetkprs","1448371181","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"JORDAN_N_LEVEY","1448371181","0","172","Have you seen our th birthday TV ad yet Here"
"kprsRT","1448371180","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"KPRSRetweet","1448371180","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"DNRoofer","1448371180","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"DoncasterRoofer","1448371179","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"kpplasterer","1448371179","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"EnglandsAce","1448371152","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"WillieBarson","1448371146","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"AnoInfluence","1448371141","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"latestupdates71","1448371139","0","0","news updates Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the"
"Betty_Harris_","1448371131","0","172","Have you seen our th birthday TV ad yet Here"
"JORDAN_N_LEVEY","1448371130","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"SANTOFIELD","1448371126","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"ROSALYNLIM","1448371126","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"KangDaeRu","1448371116","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"condaeanclar","1448371108","0","10","Well done for giving refunds to customers in Sharm over XmasWhy arent doing the same Poor c"
"Chakeydo","1448371107","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"CommanderInChei","1448371103","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"KngKazma","1448371101","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"ohjjosid","1448371093","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"easyJet","1448371088","1","0","Hi DavidThanks for the commentWe do wish to help our passengers to arrange their plans over Christmas with more certaintyAnna"
"tamersameh1981","1448371084","0","0","EasyJet cancels Sharm elSheikh flights until January"
"fabiang","1448371084","0","1","EasyJet suspends flights to Sharm until next year"
"Betty_Harris_","1448371081","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"3NovicesAfrican","1448371070","0","0","Novices Airlines cancel Sharm elSheikh flights November at PM British Airways and Easyjet cance"
"song_title","1448371068","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"MikkiL","1448371061","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"ANDREW_3WINSHIP","1448371056","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"joantxo","1448371006","0","1","EasyJet suspends flights to Sharm until next year"
"gwafu2016","1448370977","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"jessicapehn","1448370964","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"expatcairoinfo","1448370963","0","0","EasyJet suspends flights to Sharm elSheikh until"
"Doha_mAd","1448370959","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"MICHAELSHENBER","1448370955","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"bradleyarcuri","1448370942","0","0","RT Business News Airlines cancel Sharm elSheikh flights British Airways and Easyjet ca"
"u6tjswls9932","1448370931","0","360","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"OurDerbyshire","1448370920","0","1","EasyJet cancels Christmas and New Year Sharm elSheikh flights EasyJet has cancelled flight derbyshire news"
"kat_bondtrainer","1448370917","1","0","speedyboarding is at gatwickairport with EasyJet Makes traveling so much easier winning"
"RealTymUpdates","1448370917","0","0","news latest Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"KPearsonRoofing","1448370914","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"jalalmaqdisi","1448370899","0","0","Apparently BA amp easyJet have cancelled trips to Sharmelsheikh Im worried about my booked holiday"
"opennav","1448370882","0","0","Easyjet cancels Sharm elSheikh flights"
"feakins25","1448370868","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"LonLovette824","1448370847","0","0","Easyjet cancels more Sharm elSheikh flights"
"rtUKBiz","1448370839","0","6","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"UKBDirectory","1448370838","0","18","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between tweetuk kprs"
"kritikki","1448370838","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the E"
"LewtonSerena5","1448370834","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"Codename_Carter","1448370833","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"KunleAkinwunmi1","1448370825","0","0","rt AldonSmith Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"AkintoyeBayo","1448370823","0","0","rt BusinessNews Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights betwe"
"EnobongJohn3","1448370814","0","0","rt business invest Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights b"
"EnobongJohn3","1448370814","0","0","rt LymeDisease Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights betwee"
"GARVEY66","1448370813","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"MLCzone","1448370809","0","1","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egypti"
"GFMReview","1448370800","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"CJCoaching","1448370799","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"SummerBlandings","1448370796","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights betwee"
"kkpoola","1448370793","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"FFMedia_01","1448370789","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"CallmeNews","1448370786","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"atthemillington","1448370783","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"BritishNetwork","1448370779","0","0","News Business Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights betwee"
"DOUGLAS_s_skib","1448370778","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"jt_Europe","1448370778","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"shanehicksuk","1448370774","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"cloudkai","1448370773","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the cloudkai"
"fabiovanorio","1448370769","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"easyJet","1448370765","0","0","Hi Iain Hope you will enjoy your flight with us Have a great time in Morocco Anna"
"OfficialTwitsta","1448370764","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"RNTRetailNews","1448370763","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"EmanueleCapurso","1448370763","0","0","Finance Markets Airlines cancel Sharm elSheikh flights British Airways and Easyjet can world news money"
"EmanueleCapurso","1448370762","0","0","News Business Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel Economy Finance"
"adtrac","1448370762","0","0","Business News Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"MDollarWiki","1448370761","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"Daily_Express","1448370760","0","12","British Airways follow easyJets lead and cancel flights to Sharm el Sheikh Egypt"
"RajeshThakur76","1448370760","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"DianaSeate","1448370760","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"Adalinewilson","1448370759","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"Akina_Hizumi","1448370759","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"guile_eremes","1448370759","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"rexi_ti","1448370758","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"KanbaraKanbara","1448370758","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"scool_robb","1448370757","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"vador_v","1448370757","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"VirgiaStephen","1448370756","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"dragneel_nat","1448370756","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"vin_cl","1448370755","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"EmployMeFirst","1448370755","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the business"
"Johnsons_Ealing","1448370755","0","0","ukbusiness Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel"
"AkintoyeBayo","1448370751","0","0","rt MiddleEast Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"tweetondubai","1448370750","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"fin_mint","1448370748","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"Kyroid69","1448370748","0","0","is it currently safe to fly from palma to gatwick th dec"
"OikuaEconomy","1448370748","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"yujitamashiron","1448370747","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"freshnews2u","1448370747","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights b Press retweet share"
"bizbuddyirshad","1448370747","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"AnimalRightsJen","1448370745","0","1","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"dlMiddleEast","1448370743","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"CaptivatingNews","1448370739","0","1","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egypti p"
"ANDREW_3WINSHIP","1448370735","0","172","Have you seen our th birthday TV ad yet Here"
"710G","1448370732","0","0","BBC Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egypt"
"JT_Mideast","1448370730","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"TotalNewsMedia","1448370730","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"SanjayaDikky","1448370729","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"NourzorguiBBC","1448370729","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"LeighScane","1448370726","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"Kidd1ORVAL","1448370725","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"NjiBando","1448370725","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"sokkari","1448370724","0","0","BBC Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egypt"
"DTNEgypt","1448370723","0","0","DTN Egypt Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the"
"Lebanonspring","1448370720","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"ShaunUsher","1448370720","0","0","Thinking about my bed right now is actually making me feel weepy Not sure an easyjet seat will be quite as comfy"
"leseumtrkl","1448370710","0","0","So hipster"
"BHPubHealthEP","1448370696","0","1","MostRead EasyJet cancels Sharm elSheikh flights until January"
"EssFabrications","1448370686","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"suitsforsale1","1448370685","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"ghdshopper","1448370684","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"TempleRock","1448370683","0","0","BBC Business Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between"
"plymouthbiznews","1448370680","0","0","Egypt plane crash Easyjet cancels more Sharm elSheikh flights BBC News"
"FinancialNewsEU","1448370677","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"TCBNnews","1448370675","0","0","NEWS Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights betwee business"
"ANDREW_3WINSHIP","1448370674","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"CANDICE_COSFIN","1448370673","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"jackstarr1999","1448370673","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"nathanielvasqu7","1448370670","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"halawinvest","1448370667","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"DarlingBettye","1448370662","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"DWAAccountants","1448370659","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"NIGELRIGGS1","1448370659","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"InviteBizNet","1448370658","0","0","InVite business news Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights b"
"ljensencpa","1448370651","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights"
"deevaeva","1448370650","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"curtisplumstone","1448370647","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"optima_advice","1448370646","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"EastwoodFS","1448370646","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"SylvieBridel","1448370640","0","7","Easyjet has now cancelled all flights between the Egyptian resort of Sharm elSheikh and the UK until January"
"KAREN_GRABER","1448370634","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"ReportUK","1448370621","0","1","MostRead EasyJet cancels Sharm elSheikh flights until January"
"DmjuGoes","1448370618","0","47","Easyjet cancels all Sharm elSheikh flights until in wake of Russian airliner bombing"
"DmjuGoes","1448370606","0","0","Easyjet cancels all Sharm elSheikh flights until in wake of Russian airliner bombing"
"MICHAELSHENBER","1448370592","0","172","Have you seen our th birthday TV ad yet Here"
"MegaFunTweets","1448370592","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"ERIC__AVILA","1448370592","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"AceBreakingNews","1448370591","0","0","AceBreakingReport Airlines cancel Sharm elSheikh flights British Airways and Easyjet cance"
"RealTimeHack","1448370589","0","0","Easyjet cancels flights to and from Egypts Sharm elSheikh EMM"
"naalyel","1448370587","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"RssShipping","1448370586","0","0","shipping Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the"
"SlowestPoison","1448370582","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"Da_yungsaint","1448370578","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"vixfurm","1448370564","0","0","I find it hard to believe you dont know when youll release them sounds like a ploy to make more money to me badcustomerservice"
"MccFredrick","1448370554","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"arash_tehran","1448370533","0","10","Well done for giving refunds to customers in Sharm over XmasWhy arent doing the same Poor c"
"MICHAELSHENBER","1448370525","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"tut2009","1448370516","0","0","Airline shares are plummeting as easyJet suspends more flights to Egypt"
"ROBIN_MEADE_JEF","1448370514","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"eeairline","1448370491","0","0","BritishAirways and EasyJet Cancel all Flights to Sharm elSheikh Until January"
"DOUGLAS_s_skib","1448370484","0","172","Have you seen our th birthday TV ad yet Here"
"guzmanadrian","1448370484","0","0","Airline shares are plummeting as easyJet suspends more flights to Egypt INVALIDAPIKEY"
"PeterCropper","1448370455","0","10","Well done for giving refunds to customers in Sharm over XmasWhy arent doing the same Poor c"
"sarah_m94","1448370442","0","0","Egypt plane crash Easyjet cancels more Sharm elSheikh flights"
"JILL_C_PETTY","1448370441","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"pskeltonphoto","1448370437","0","100","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"DOUGLAS_s_skib","1448370421","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"cesarharryrodri","1448370416","0","0","EasyJet suspends flights to Sharm elSheikh until"
"AlbertaTurtle","1448370403","0","0","Top story EasyJet suspends flights to Sharm elSheikh until World news see more"
"sheffieldinnews","1448370400","0","0","EasyJet cancels Christmas and New Year Sharm elSheikh flights"
"Soukresponse","1448370383","0","5","UPDATE Airlines extend Sharm flying ban EasyJet Thomson Airways and Thomas Cook Airlines have all extended"
"Jansev","1448370382","0","10","Well done for giving refunds to customers in Sharm over XmasWhy arent doing the same Poor c"
"ChadNews","1448370370","0","0","EasyJet cancels Christmas and New Year Sharm elSheikh flights EasyJet has cancelled flights to and from Shar"
"_travelbites","1448370361","0","0","Egypt UK Update Easyjet cancels all flights to from Sharm elSheikh until January because of security reasons"
"CANDICE_COSFIN","1448370359","0","172","Have you seen our th birthday TV ad yet Here"
"maraskies","1448370357","0","6","Flying with over taken by Aitor P"
"RecruiterdeVere","1448370346","0","0","Problems escalate for Egypt as EasyJet cancels more flights"
"easyJet","1448370339","0","0","Hi Vicki We dont know the exact date yet Im afraid Please keep an eye on our website Anna"
"MAUREEN_WHITE_","1448370337","0","218","TimeFlies when youre hitting the beach Tweet us your fave holiday pic to with TimeFlies to enter"
"KAREN_GRABER","1448370330","0","172","Have you seen our th birthday TV ad yet Here"
"DavidLammy","1448370326","14","10","Well done for giving refunds to customers in Sharm over XmasWhy arent doing the same Poor customer service"
"travelpharm","1448370303","0","0","EasyJet Cancels All Flights To And From Sharm ElSheikh"
"CANDICE_COSFIN","1448370283","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"ERIC__AVILA","1448370271","0","172","Have you seen our th birthday TV ad yet Here"
"SpRnch","1448370267","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the sprnch"
"KAREN_GRABER","1448370260","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"TCJill","1448370254","0","0","No BA or EasyJet Flights to Sharm el Sheikh until January"
"easyJet","1448370249","0","0","Hi Arend Im sorry to hear thatIf you wish to speak to the advisor feel free to call our CS Team"
"TurnKeyTravelUK","1448370237","0","0","EasyJet cancels Sharm elSheikh flights until January"
"ippofromearth","1448370224","0","123","Overview of the most spectacular airports in the world Gibraltar A entering the runway"
"MccFredrick","1448370222","0","172","Have you seen our th birthday TV ad yet Here"
"ERIC__AVILA","1448370211","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"eyespyhifi","1448370207","0","0","There goes another Easyjet destination lol
 WWIII"
"ROBIN_MEADE_JEF","1448370206","0","172","Have you seen our th birthday TV ad yet Here"
"SolidTrader","1448370190","0","0","MARKET WRAP Tuesdays followed EasyJet and tumble driers"
"BennyBoyPreston","1448370181","0","1","British Airways and EasyJet extend ban on flights to and from Sharmelsheikh"
"MccFredrick","1448370167","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"BBCHaveYourSay","1448370164","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"DailyTimesNews","1448370164","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian resort of Sharm elSheik"
"Mark_Lewis_NYC","1448370157","0","172","Have you seen our th birthday TV ad yet Here"
"ROBIN_MEADE_JEF","1448370151","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"Ben_Terug","1448370144","0","0","Easyjet cancels Sharm elSheikh flights via"
"JILL_C_PETTY","1448370103","0","172","Have you seen our th birthday TV ad yet Here"
"Mark_Lewis_NYC","1448370101","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"EdwardsJosephin","1448370099","0","0","Progressive High From Humble Beginnings A History of EasyJetcwX"
"Gile74","1448370098","0","0","Tuesdays most followed EasyJet Rolls Royce and tumble driers"
"radionewshub","1448370083","0","1","British Airways and EasyJet extend ban on flights to and from Sharmelsheikh"
"gillmayo74","1448370051","0","100","Airline easyJet confirms it has cancelled all flights to and from Egypts Sharm elSheikh resort until January"
"MAUREEN_WHITE_","1448370048","0","172","Have you seen our th birthday TV ad yet Here"
"ReportFeed","1448370046","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"ReporterIndia24","1448370046","0","0","Airline shares are plummeting as easyJet suspends more flights to Egypt"
"kot2510","1448370044","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"JILL_C_PETTY","1448370043","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"InteresnoOchen","1448370041","0","0","rt Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between th follow"
"topDownloadsoft","1448370036","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"freshbusiness","1448370031","0","0","British Airways joins Easyjet in cancelling SharmElSheikh flights until into January"
"bux","1448370025","2","0","BUXBuzz Easyjet has just announced something fairly worrying noteyou can lose money"
"go_EGYPT","1448370022","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights"
"OOYUZFord","1448370018","0","0","EasyJet cancels Sharm elSheikh flights until January Related Articles"
"EgyptBulletinEn","1448370003","0","0","EasyJet cancels Sharm elSheikh flights after Russian plane bombing Egypt"
"fadhilgaya2","1448370002","0","0","Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between the Egyptian r"
"MAUREEN_WHITE_","1448369997","0","116","Our first ever TV advert Woah How years have flown Watch out for our latest TV advert tomorrow"
"myamigocouk","1448369996","0","0","UK NEWS Airlines cancel Sharm elSheikh flights British Airways and Easyjet cancel all flights between th"
"sloberdobabob","1448369971","0","11","NEWS easyJet suspends Sharm elSheikh flights into"
